loan_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,debt_to_income,num_credit_lines,num_late_payments,has_mortgage,home_ownership,loan_purpose,state_region,monthly_obligations,loan_outcome
9CEE42EE0FEA,45,59600.0,15.0,591,98400.0,60,0.07,5.0,0,1,Rent,Debt Consolidation,Southeast,1168.78,1
41685C39A99A,43,45300.0,13.0,604,62700.0,12,0.116,7.0,2,0,Mortgage,Education,West,1654.26,1
74D25BCC8709,75,63300.0,7.0,732,118800.0,60,0.075,5.0,0,0,Own,Home Improvement,Southeast,1543.31,0
A5747A922D66,53,49400.0,22.2,638,81600.0,48,0.143,5.0,3,0,Own,Home Improvement,West,132.37,2
0C7826AD73EA,29,109800.0,4.9,537,63100.0,48,0.085,4.0,0,0,Rent,Home Improvement,Southwest,1561.28,1
1A270E1E325A,46,41600.0,10.9,619,19800.0,60,0.351,4.0,0,0,Rent,Education,West,2021.73,1
32B0A6673561,32,50800.0,6.7,743,52300.0,48,0.345,3.0,0,0,Rent,Debt Consolidation,Southwest,2411.83,0
D909E3DDB9B2,47,143500.0,8.2,593,100200.0,36,0.109,3.0,2,1,Mortgage,Home Improvement,West,1171.04,1
C9DBDA3C9B53,25,92300.0,16.3,661,59300.0,60,0.166,5.0,3,1,Rent,Education,Southwest,1287.18,1
DD084E0E37C2,29,49300.0,14.9,850,37300.0,60,0.101,5.0,1,0,Mortgage,Business,Southeast,2778.41,0
B553BD7F0E79,46,70200.0,0.0,687,67500.0,36,0.158,7.0,0,0,Rent,Debt Consolidation,Southeast,1174.76,0
5795E1EFEED4,54,151700.0,1.5,601,106000.0,24,0.193,2.0,0,1,Own,Home Improvement,Northeast,1916.87,0
32DC884E53F0,48,25300.0,16.4,694,21600.0,24,0.193,4.0,8,0,Own,Debt Consolidation,West,1429.12,2
954DD53F25F5,52,29800.0,0.0,709,28600.0,24,0.31,8.0,0,0,Rent,Business,Southeast,1846.44,2
51D65975FEEB,46,39500.0,1.6,743,27800.0,24,0.377,5.0,1,1,Rent,Education,Northeast,1482.32,1
A705CC0086B8,44,61100.0,12.5,702,35600.0,60,0.242,4.0,0,1,Rent,Home Improvement,Midwest,1974.15,1
CEBC0D3E8B65,36,92300.0,17.5,747,153000.0,12,0.07,4.0,3,0,Rent,Debt Consolidation,Northeast,2323.98,1
4DDA61BB62EF,52,35600.0,16.5,792,41600.0,60,0.237,5.0,0,0,Rent,Debt Consolidation,Southeast,1295.17,0
BADC751CD991,54,32300.0,0.0,736,19700.0,24,0.195,3.0,0,1,Rent,Education,Southeast,1659.05,0
B6886BCB7631,41,26300.0,,800,65200.0,24,0.102,4.0,0,0,Own,Business,West,1584.5,1
A48A65C12379,41,32300.0,6.7,623,27800.0,60,0.212,3.0,0,0,Own,Home Improvement,West,286.92,0
FEE7B96A7832,61,37800.0,4.9,369,41900.0,24,0.237,7.0,0,0,Rent,Home Improvement,Southwest,833.35,1
E8F37308501B,42,16500.0,0.0,482,49400.0,36,0.306,5.0,4,1,Own,Debt Consolidation,Midwest,915.16,2
E407AED7E7D7,43,39800.0,20.7,627,55600.0,60,0.288,4.0,1,0,Own,Other,Midwest,694.85,0
FF47F47B3367,48,30400.0,8.8,604,80600.0,48,0.198,8.0,3,0,Mortgage,Education,West,1627.46,2
928FD5362418,41,49500.0,,717,18400.0,60,0.325,4.0,0,0,Mortgage,Home Improvement,West,1925.8,1
E181A42B03A7,32,137900.0,12.6,602,98000.0,60,0.093,10.0,1,1,Rent,Home Improvement,Southeast,282.44,1
A6ECA0ADA5F1,47,22600.0,8.4,775,53600.0,36,0.215,,0,0,Rent,Home Improvement,Southeast,600.64,1
3D2C9FF3BCB0,42,94600.0,16.5,498,83700.0,36,0.386,7.0,0,1,Rent,Debt Consolidation,Northeast,2231.03,2
3F770B7D120A,64,135600.0,5.8,710,31500.0,36,0.285,8.0,1,1,Rent,Home Improvement,Northeast,133.82,1
AD11EF72CFF0,51,92100.0,6.3,744,84400.0,60,0.217,4.0,1,0,Rent,Debt Consolidation,West,0.0,0
92FB8C140E3B,35,65400.0,10.0,745,24000.0,60,0.27,4.0,2,0,Mortgage,Home Improvement,Midwest,2422.68,0
F090C85F77B5,51,111600.0,15.3,696,117400.0,36,0.118,6.0,1,0,Rent,Debt Consolidation,Southwest,2349.29,0
2D7DE8C46EAD,46,76700.0,1.9,850,76500.0,60,0.088,5.0,0,1,Rent,Home Improvement,Midwest,1921.09,0
71313A3849A9,58,99800.0,0.0,565,246100.0,48,0.259,5.0,0,1,Rent,Home Improvement,Midwest,2311.53,2
848AB868ED2A,36,57800.0,13.9,661,27500.0,12,0.41,2.0,0,0,Mortgage,Debt Consolidation,Northeast,1159.06,1
8FDC43D4A917,44,30200.0,12.1,724,10800.0,24,0.33,3.0,12,1,Rent,Education,Southeast,1939.1,2
C5CC5E7EBB5F,41,102800.0,10.2,630,23000.0,36,0.105,3.0,2,0,Mortgage,Business,Northeast,964.17,1
1509E6007732,43,227600.0,10.5,724,174100.0,60,0.186,5.0,0,1,Rent,Home Improvement,West,915.05,0
7271CCAA53D8,31,44900.0,10.1,643,19300.0,24,0.244,9.0,0,1,Own,Other,West,1626.46,1
C47C913E4D58,49,54900.0,20.6,706,43100.0,36,0.185,6.0,0,1,Rent,Business,Midwest,2442.38,1
33997A21406F,47,57600.0,11.5,850,39300.0,60,0.115,4.0,1,1,Mortgage,Education,West,2046.5,0
6E46C3F157F3,57,24100.0,,421,70900.0,60,0.204,12.0,3,0,Own,Education,Midwest,1759.68,2
CEF709120161,42,34000.0,1.5,741,44900.0,60,0.208,,2,0,Rent,Debt Consolidation,Northeast,1267.28,1
0B90B666EB88,37,64100.0,6.8,740,85500.0,36,0.088,5.0,1,0,Rent,Other,Southeast,2085.41,0
4E483DA94D83,51,51400.0,14.3,850,48100.0,24,0.216,2.0,0,0,Own,Home Improvement,Northeast,1025.47,0
704A092A3C6B,32,54700.0,15.8,766,49200.0,24,0.209,7.0,0,1,Mortgage,Other,Northeast,660.9,0
BB066C86BC2F,55,55000.0,0.0,800,48500.0,36,0.164,8.0,0,0,Rent,Debt Consolidation,West,2626.61,0
E0891B8728CD,55,50800.0,16.9,665,67900.0,12,0.136,4.0,0,0,Rent,Home Improvement,Southwest,1309.12,0
F53805F6AA1F,57,35600.0,8.9,700,36100.0,36,0.105,4.0,2,1,Rent,Business,Midwest,1583.88,1
C81A607ED8A9,47,68800.0,28.7,838,103000.0,60,0.253,5.0,0,1,Own,Home Improvement,West,821.45,0
FB06626E6330,36,64900.0,19.6,745,59000.0,36,0.119,4.0,0,1,Rent,Education,Southwest,1137.09,0
4EB6B5E60E79,43,33400.0,8.4,546,33900.0,60,0.418,5.0,6,0,Rent,Debt Consolidation,Southeast,1933.59,2
A7982A92D851,47,68100.0,0.5,663,63500.0,12,0.296,6.0,3,1,Rent,Home Improvement,Northeast,2030.52,2
8B49A1E99C92,35,38400.0,1.5,680,55500.0,60,0.319,3.0,4,0,Own,Other,Southeast,1526.36,2
257A33B8CA70,58,77600.0,5.5,662,86900.0,12,0.111,2.0,1,1,Rent,Debt Consolidation,West,546.5,0
F500CBD5B423,49,52900.0,,634,33800.0,36,0.353,6.0,0,0,Own,Education,Northeast,726.11,1
946C01847E5A,31,67300.0,7.3,609,88800.0,24,0.326,5.0,0,1,Own,Business,Midwest,936.71,1
C1A77DE9D88C,65,59700.0,,636,47900.0,60,0.104,6.0,0,1,Rent,Debt Consolidation,Midwest,686.62,0
3BADEDEC6514,43,52500.0,8.6,688,135600.0,24,0.138,3.0,0,0,Mortgage,Business,Midwest,1540.55,2
041E4E12191B,29,64900.0,,780,60500.0,60,0.357,4.0,3,1,Own,Home Improvement,Northeast,1012.47,1
612C49CA9C62,32,86100.0,6.4,850,54400.0,36,0.254,,0,1,Mortgage,Other,Midwest,1907.63,0
367BFB0A8658,60,57900.0,21.4,595,51900.0,60,0.216,4.0,0,0,Rent,Education,Midwest,187.6,0
E3FEB8812503,64,57400.0,16.6,714,104700.0,60,0.425,8.0,2,0,Rent,Debt Consolidation,West,2119.59,2
99C99219E806,54,44600.0,0.0,621,87100.0,36,0.16,9.0,2,0,Rent,Debt Consolidation,West,1831.01,2
9EE5B010B13E,58,19900.0,0.0,687,59000.0,48,0.373,1.0,1,0,Rent,Debt Consolidation,Southeast,2736.28,2
170B27AB9F6C,57,55200.0,16.2,742,18400.0,60,0.481,3.0,5,1,Own,Debt Consolidation,Southeast,1857.68,2
ABD76A0E1E62,49,27000.0,18.3,678,28100.0,36,0.093,8.0,1,0,Mortgage,Debt Consolidation,West,2162.74,1
9526E92F5314,46,39700.0,2.3,631,38800.0,60,0.069,3.0,1,1,Rent,Debt Consolidation,Southwest,2339.52,1
07BC5D2E77A0,48,33600.0,6.3,618,76500.0,12,0.192,7.0,3,1,Rent,Debt Consolidation,Northeast,1782.03,2
00A94CAC800B,51,36500.0,18.5,708,25000.0,24,0.205,8.0,6,1,Own,Home Improvement,Southeast,1568.56,1
E7C943B40A9C,33,37800.0,14.8,850,43900.0,48,0.315,3.0,0,0,Rent,Debt Consolidation,Northeast,1793.06,1
CC3C26211FE5,51,70800.0,9.8,656,31100.0,24,0.226,10.0,2,0,Own,Home Improvement,Southeast,608.28,1
BE7AB6A02E7C,60,65100.0,14.3,702,56900.0,60,0.138,5.0,4,1,Mortgage,Education,Southwest,549.09,1
C7659353A23C,40,57600.0,7.8,569,66500.0,60,0.158,2.0,4,1,Mortgage,Home Improvement,Midwest,2458.69,2
70E0B89D9765,38,105400.0,6.5,743,114300.0,36,0.309,2.0,1,1,Rent,Debt Consolidation,Northeast,1719.12,0
7ACC4D52767F,48,291300.0,18.3,673,193700.0,60,0.329,9.0,0,0,Own,Home Improvement,Southwest,2312.38,0
74068CABE47A,34,71600.0,4.5,759,53200.0,60,0.075,4.0,1,1,Rent,Business,Northeast,1613.16,0
8514693C695A,26,89300.0,6.1,690,24300.0,60,0.334,7.0,0,0,Rent,Other,West,659.71,0
45A63C5E74F5,56,63200.0,23.4,643,38600.0,36,0.31,6.0,1,1,Own,Business,West,1816.66,1
CA56BED7AD50,37,77400.0,2.9,689,33100.0,24,0.193,3.0,3,0,Own,Debt Consolidation,Southeast,1287.28,1
B6DE0E4673D4,42,22200.0,23.1,587,60200.0,60,0.308,5.0,4,0,Mortgage,Debt Consolidation,West,2096.44,2
E2B4148B6298,35,15000.0,11.2,786,50000.0,60,0.161,2.0,1,1,Mortgage,Debt Consolidation,Midwest,1435.8,1
A1242C558DFA,57,16900.0,9.9,707,43700.0,60,0.157,3.0,3,0,Rent,Education,West,34.93,2
A50D9FA40D8B,52,38400.0,14.0,564,170500.0,36,0.211,5.0,0,0,Rent,Business,Northeast,873.9,2
EFADA2773D8B,39,114900.0,16.5,641,63100.0,60,0.356,3.0,1,1,Rent,Debt Consolidation,Southwest,2141.82,1
BA8FB7566352,28,62300.0,,565,180300.0,24,0.214,7.0,4,0,Rent,Home Improvement,Southwest,1756.19,2
0FE30119047D,38,43700.0,8.0,513,26200.0,60,0.182,7.0,2,0,Rent,Business,West,1468.85,2
A4FD90892141,49,74100.0,13.4,568,89900.0,60,0.223,7.0,0,1,Rent,Home Improvement,Northeast,2317.38,2
43034AAAD391,44,65800.0,6.3,744,59700.0,60,0.236,9.0,0,0,Own,Debt Consolidation,Northeast,1555.53,0
FB3F620A31F9,43,25700.0,5.4,650,43500.0,24,0.153,6.0,0,0,Own,Debt Consolidation,Midwest,2240.82,2
477B725E0525,45,70100.0,10.8,734,55100.0,60,0.086,6.0,1,1,Mortgage,Business,Southwest,1882.1,0
D297E5702375,51,85600.0,15.7,693,30700.0,36,0.23,6.0,1,1,Rent,Other,Southwest,1443.29,0
7DDB0C9306F1,41,172000.0,2.5,703,149400.0,48,0.319,4.0,1,1,Rent,Business,Southwest,1816.31,1
A35FF5AA02C1,47,51900.0,0.0,735,34300.0,36,0.19,6.0,0,0,Rent,Home Improvement,Southwest,1514.81,0
91342F06F3B7,30,137500.0,1.6,791,211000.0,24,0.14,7.0,0,0,Own,Business,West,621.23,1
E3BEDBD8B025,73,43400.0,6.0,538,39100.0,60,0.217,5.0,1,1,Mortgage,Education,Northeast,1487.04,2
9EFF2FD6675E,39,194800.0,20.1,850,118100.0,24,0.185,4.0,0,0,Mortgage,Education,Northeast,2190.1,0
ACE9CF9A3B95,44,39100.0,,827,79400.0,36,0.316,,0,0,Rent,Home Improvement,Southwest,1598.98,2
B2CC285E5F0D,49,77100.0,13.8,579,235900.0,24,0.196,4.0,0,0,Rent,Debt Consolidation,Southeast,803.58,2
A91DE1409CEC,37,63400.0,18.9,660,53000.0,48,0.247,7.0,1,0,Rent,Home Improvement,West,2453.4,1
1EA416FA9852,42,122900.0,3.7,740,33300.0,24,0.112,3.0,5,0,Own,Education,Midwest,1234.25,1
4BA26D9DE151,42,114100.0,20.7,848,54600.0,36,0.266,7.0,5,0,Mortgage,Home Improvement,West,276.58,0
CF461D12090D,31,30500.0,14.4,710,59200.0,60,0.216,3.0,1,0,Rent,Business,West,2328.86,2
31755694B30F,47,45000.0,,850,50300.0,60,0.269,8.0,3,0,Own,Business,West,430.07,0
59BEB228641C,22,174500.0,6.7,850,162000.0,60,0.091,5.0,10,1,Rent,Home Improvement,West,1050.52,0
A198714A35A3,63,57200.0,3.5,714,56200.0,36,0.526,6.0,1,1,Rent,Home Improvement,West,770.49,1
1D333B1FFD09,52,84800.0,7.7,705,77000.0,60,0.122,11.0,0,1,Own,Home Improvement,Southwest,0.0,0
0FB167A40CC6,50,30100.0,13.0,499,66800.0,24,0.222,4.0,4,1,Own,Business,Northeast,2886.9,2
8E2283CFCDDB,21,47300.0,4.6,564,62600.0,60,0.297,7.0,1,1,Own,Home Improvement,Southwest,3359.16,2
47A6D71D7391,32,36700.0,12.7,741,27800.0,24,0.183,8.0,0,0,Mortgage,Home Improvement,Midwest,2639.67,0
267A6620EE9D,59,90200.0,,605,67800.0,60,0.181,7.0,0,0,Rent,Debt Consolidation,West,2921.15,1
06CFE597E954,75,81300.0,1.3,645,79400.0,60,0.337,3.0,0,0,Rent,Debt Consolidation,West,2211.43,1
479B69EC38D6,56,106200.0,12.8,736,46100.0,60,0.27,3.0,1,0,Mortgage,Other,Northeast,1063.08,0
5FBD01358C90,54,29800.0,18.4,640,19300.0,48,0.372,4.0,0,0,Rent,Home Improvement,Northeast,1347.9,1
60C790A5C34F,48,73300.0,7.9,720,28700.0,60,0.491,6.0,0,1,Mortgage,Home Improvement,West,1694.4,0
DA86711A862F,32,54800.0,15.7,629,35000.0,60,0.059,5.0,0,1,Mortgage,Home Improvement,West,891.88,0
3EDDB1690178,54,15000.0,1.6,702,54100.0,60,0.273,5.0,0,1,Own,Debt Consolidation,Southeast,1006.45,2
DF5ADE5AE81D,29,69900.0,22.1,795,39400.0,24,0.18,3.0,3,0,Rent,Home Improvement,West,1300.51,0
308302952876,27,110300.0,14.7,476,44500.0,24,0.16,4.0,2,0,Mortgage,Education,Southeast,1678.58,2
12C0028802A6,27,128500.0,15.4,716,78500.0,36,0.152,5.0,1,0,Rent,Debt Consolidation,Midwest,1511.47,0
3E13E0B45762,54,53100.0,4.5,585,39800.0,60,0.331,6.0,1,0,Own,Education,Southwest,2505.23,1
C33A1E1F6422,41,85500.0,15.5,793,52300.0,48,0.203,4.0,0,1,Mortgage,Education,Midwest,1577.29,0
90CD98A4C4F6,43,73100.0,13.1,706,155700.0,24,0.328,8.0,1,1,Rent,Debt Consolidation,Midwest,1264.85,2
978940B7196A,42,35700.0,15.8,550,77800.0,60,0.231,3.0,1,0,Rent,Business,Southeast,736.02,2
2B41D893C080,28,33100.0,20.2,625,31600.0,60,0.203,1.0,1,1,Own,Debt Consolidation,Southeast,2399.35,1
785573041AC1,34,52800.0,5.9,626,222300.0,36,0.188,6.0,3,1,Own,Debt Consolidation,West,2212.54,2
B8F189F7BF1D,35,47600.0,20.2,682,42600.0,36,0.387,8.0,1,0,Rent,Debt Consolidation,Midwest,362.49,1
83A359D97FC3,25,56900.0,15.9,618,162800.0,24,0.291,2.0,0,0,Rent,Business,Midwest,896.36,1
0C647D37C9CF,36,43100.0,0.5,691,11700.0,60,0.282,6.0,2,1,Mortgage,Debt Consolidation,Midwest,1122.8,0
1B78AE881C8D,29,60900.0,23.1,657,61900.0,48,0.19,9.0,1,0,Rent,Debt Consolidation,Northeast,0.0,0
C107EB108DBB,49,30100.0,5.7,578,45100.0,24,0.362,5.0,1,1,Own,Debt Consolidation,Southeast,943.01,2
EC8438013699,50,125200.0,11.6,745,79200.0,60,0.118,6.0,4,0,Own,Debt Consolidation,West,3214.37,0
9EDF5C4E2D59,26,19900.0,11.9,850,5900.0,36,0.295,,0,0,Rent,Education,Northeast,2185.38,0
B97794BEB02F,38,51800.0,,653,45100.0,60,0.239,4.0,6,1,Mortgage,Home Improvement,Midwest,363.79,1
EE1AF39C5CF7,64,48400.0,16.9,635,19500.0,60,0.285,2.0,0,1,Own,Business,Midwest,2093.01,1
D923CFFE0126,30,50300.0,6.5,704,89700.0,48,0.242,3.0,0,0,Mortgage,Business,Northeast,1254.92,1
472AA08467CA,47,34100.0,0.0,711,52600.0,48,0.062,5.0,1,0,Rent,Other,Southwest,744.65,1
25E11BF89E75,43,23600.0,3.4,648,38200.0,48,0.121,6.0,3,0,Rent,Business,Southwest,1162.22,2
233D2E7F39C7,55,61800.0,0.0,573,85200.0,60,0.311,5.0,1,0,Own,Debt Consolidation,Midwest,1647.51,2
CC038E1D3A23,46,48400.0,0.0,582,56700.0,60,0.335,5.0,0,0,Own,Home Improvement,Southwest,848.45,1
298F40B83B98,37,66900.0,17.9,635,44100.0,60,0.418,4.0,0,0,Mortgage,Other,Southwest,921.8,1
C8DFA0C8E6FF,43,21900.0,0.0,792,35600.0,24,0.108,,1,1,Mortgage,Debt Consolidation,West,1018.08,2
BD4C1D78BB8A,43,139300.0,12.7,655,92700.0,60,0.245,7.0,1,1,Own,Education,Southeast,1073.95,1
7882A657C601,41,51800.0,5.3,601,81100.0,12,0.376,7.0,0,0,Rent,Home Improvement,Southeast,2585.35,2
FDB2FB60117C,26,15000.0,18.6,599,13800.0,60,0.124,7.0,2,0,Rent,Debt Consolidation,Midwest,1196.91,1
BF8B2B8D0B6B,57,60100.0,,663,39900.0,36,0.06,7.0,2,1,Rent,Debt Consolidation,West,2086.46,1
955A013AE695,55,41800.0,0.3,687,22700.0,36,0.133,4.0,0,1,Rent,Other,Midwest,1062.46,0
68B9F379EF79,29,29000.0,14.6,635,57500.0,36,0.23,6.0,0,0,Mortgage,Home Improvement,Southwest,1244.08,2
F7AAA1B30690,38,106700.0,6.9,820,97700.0,60,0.351,8.0,3,1,Mortgage,Other,West,784.81,0
E0B099FE03EE,39,90300.0,15.3,840,76200.0,36,0.472,5.0,0,0,Rent,Business,Southwest,1936.69,0
9B55097C5BF9,28,65400.0,12.6,661,43400.0,24,0.173,6.0,0,1,Mortgage,Education,Southeast,1811.44,0
E09B6AA9D4BB,20,56500.0,1.5,628,22500.0,60,0.08,6.0,0,1,Mortgage,Business,West,1897.29,1
8AF7D707A102,34,71500.0,8.9,654,65700.0,60,0.226,6.0,2,0,Rent,Home Improvement,Southeast,0.0,1
ECC24AD93505,38,22700.0,5.4,706,45600.0,60,0.396,,0,1,Mortgage,Education,Southwest,1585.4,2
C1587739FEC8,25,60200.0,,616,71100.0,12,0.192,3.0,0,1,Rent,Business,Southeast,1370.73,0
3FD298C0925D,44,107000.0,8.9,622,14200.0,60,0.258,8.0,0,1,Mortgage,Debt Consolidation,Midwest,1812.47,0
A13A5F289C8C,56,96000.0,0.0,548,106900.0,48,0.132,4.0,1,0,Rent,Home Improvement,Midwest,34.26,2
50F0CA3A4F4F,52,30400.0,12.3,654,82200.0,60,0.276,4.0,0,1,Mortgage,Debt Consolidation,Southwest,2062.36,2
9C60C3AB8A10,40,60000.0,7.3,621,87700.0,60,0.119,5.0,0,1,Mortgage,Debt Consolidation,Southwest,544.02,0
EEFFD324FEFF,20,29200.0,0.0,668,11900.0,60,0.188,3.0,0,1,Rent,Debt Consolidation,Southwest,2401.14,1
7BC0EE230901,51,59100.0,0.6,587,47500.0,60,0.209,5.0,1,1,Mortgage,Debt Consolidation,Southeast,1617.68,0
105A6BB1E7F5,44,35800.0,0.0,693,63500.0,24,0.361,8.0,3,0,Rent,Debt Consolidation,West,3084.06,2
A485A3D67E1B,47,33600.0,25.5,649,24300.0,60,0.21,2.0,1,0,Rent,Education,Southeast,1691.09,1
1096E41A8846,65,66000.0,9.7,788,30600.0,24,0.129,3.0,1,0,Mortgage,Home Improvement,Midwest,0.0,0
A5D17EC67FB7,32,36300.0,12.9,576,68000.0,36,0.158,8.0,3,0,Mortgage,Home Improvement,Southwest,1126.67,2
817232625F87,18,35000.0,21.5,793,15300.0,60,0.069,4.0,3,1,Rent,Home Improvement,West,1709.25,1
13D6A336BAB3,29,65700.0,31.8,723,66400.0,60,0.107,5.0,0,1,Rent,Home Improvement,West,2064.68,0
5EE6200A4507,48,24000.0,4.3,613,55100.0,36,0.326,3.0,1,1,Mortgage,Business,Northeast,1701.73,2
8CBC3BF316F1,42,45400.0,5.8,686,48300.0,36,0.218,5.0,0,0,Own,Debt Consolidation,Southwest,0.0,1
697979C3B188,27,23300.0,1.9,783,45100.0,60,0.223,2.0,3,1,Mortgage,Home Improvement,West,1301.34,2
D85CA74E5459,25,25700.0,8.7,734,43400.0,24,0.335,5.0,0,0,Mortgage,Business,Southeast,2023.73,2
D399A341F8B5,38,103100.0,0.0,669,72400.0,48,0.448,7.0,9,1,Mortgage,Debt Consolidation,Northeast,1618.53,2
BB96E69F0975,27,43100.0,20.4,624,30300.0,60,0.124,2.0,2,1,Rent,Other,Midwest,2423.25,1
9CC9FD090E95,48,36500.0,13.9,532,49300.0,60,0.192,4.0,3,0,Rent,Home Improvement,West,2040.44,2
B2606E30AB30,37,86500.0,8.3,643,83500.0,36,0.401,5.0,5,0,Mortgage,Education,Northeast,2067.53,2
4C7B466A389A,34,131800.0,0.0,691,123900.0,60,0.195,9.0,2,0,Rent,Education,Southeast,1843.35,1
19740017DA22,33,62200.0,21.5,616,95500.0,60,0.377,4.0,2,0,Rent,Debt Consolidation,Midwest,1175.45,2
5C1024362C73,45,95000.0,6.4,477,99800.0,48,0.153,7.0,3,0,Mortgage,Education,Southeast,1835.46,2
B398D91DE9AE,43,40000.0,23.9,818,95800.0,60,0.114,3.0,4,0,Mortgage,Home Improvement,West,941.28,1
7901907121BC,44,55800.0,7.6,725,57900.0,24,0.412,2.0,0,0,Rent,Debt Consolidation,Midwest,1956.71,1
DC1B6DEDB306,44,54400.0,10.6,850,38500.0,60,0.28,7.0,5,0,Mortgage,Debt Consolidation,Southwest,2493.56,1
54A5A59CF4E5,41,64700.0,0.0,658,98400.0,60,0.235,3.0,1,1,Own,Home Improvement,Southeast,584.92,1
F008943B0BDA,30,92100.0,19.6,717,26700.0,36,0.138,5.0,2,0,Rent,Debt Consolidation,Southeast,1957.43,0
7DE3B50A94C2,33,24100.0,0.0,674,24300.0,24,0.358,3.0,0,1,Rent,Debt Consolidation,Southwest,2069.49,2
2B197A985376,37,33200.0,16.2,707,14500.0,24,0.128,3.0,4,1,Own,Home Improvement,Northeast,1456.69,1
BAD0CB83C2F7,67,41500.0,,692,38200.0,36,0.229,5.0,2,1,Rent,Education,Northeast,2849.05,1
9ABD481C9A04,26,31800.0,0.0,708,47400.0,36,0.334,2.0,3,1,Own,Home Improvement,Midwest,1712.78,2
94B4483B473C,37,61500.0,17.4,716,51300.0,60,0.282,4.0,7,0,Own,Debt Consolidation,Midwest,1882.1,2
54B84BD81CFC,43,61100.0,21.5,730,33800.0,48,0.255,5.0,0,0,Mortgage,Business,West,2415.11,1
2FD67F7DA6B5,38,56000.0,13.5,653,37700.0,24,0.282,6.0,6,1,Rent,Business,Southwest,2055.05,2
F9BDC35DCBFD,55,43400.0,14.7,703,48800.0,60,0.214,6.0,0,0,Mortgage,Education,Northeast,1705.91,1
37D05EF3CFB2,38,113700.0,13.1,758,174000.0,24,0.092,2.0,1,1,Rent,Debt Consolidation,Southeast,1991.02,0
3AF23BECB4D7,39,61000.0,10.5,687,30100.0,36,0.1,4.0,1,1,Rent,Home Improvement,Southeast,1998.79,1
2A83C4AFFAB4,52,49900.0,1.8,799,38300.0,60,0.094,6.0,8,1,Own,Home Improvement,Southeast,0.0,0
E0C34DAFB109,64,56200.0,9.6,769,127000.0,36,0.259,3.0,0,0,Own,Education,Southeast,24.69,0
4E399BDD9ED3,59,81600.0,7.6,581,76700.0,48,0.099,8.0,4,1,Rent,Home Improvement,Southwest,2048.35,1
4DB685386C0D,40,60900.0,25.0,788,51600.0,36,0.195,5.0,1,0,Mortgage,Home Improvement,Northeast,1963.26,0
924CD32B5FE9,41,33700.0,9.5,538,87300.0,60,0.183,5.0,9,1,Mortgage,Debt Consolidation,West,3038.71,2
3A986DA227AF,43,142900.0,9.7,752,102700.0,60,0.174,3.0,1,1,Rent,Business,West,2828.62,0
A9D22BC84E0A,44,69800.0,11.5,635,49500.0,24,0.374,4.0,0,0,Mortgage,Business,Southeast,780.41,1
1EF0E0794C0E,32,28700.0,13.6,628,121400.0,60,0.144,7.0,0,1,Rent,Home Improvement,Southwest,1079.92,2
FBC462482D8B,53,20000.0,3.8,512,58400.0,60,0.102,5.0,0,1,Mortgage,Home Improvement,Northeast,2123.62,2
4C9EEC2C8711,44,79100.0,17.6,624,48100.0,60,0.308,6.0,2,1,Own,Home Improvement,West,1613.29,1
55200DC27B32,41,110300.0,9.4,741,85000.0,36,0.265,7.0,4,0,Own,Business,Northeast,1918.67,0
FAFD54CF5E42,27,69500.0,15.9,605,110500.0,36,0.381,4.0,6,0,Rent,Home Improvement,Northeast,2231.08,2
D03472F1185E,43,75900.0,2.8,634,57700.0,24,0.322,4.0,0,0,Rent,Debt Consolidation,Southeast,1839.33,1
72F30AF4B6FA,19,76900.0,8.9,670,22300.0,48,0.117,4.0,0,1,Own,Home Improvement,Southwest,2547.7,1
EE98532F60E9,35,54300.0,21.9,590,71900.0,60,0.184,10.0,0,1,Rent,Home Improvement,Southeast,283.73,0
3A36AA801F25,35,21500.0,25.9,793,87800.0,60,0.251,5.0,1,0,Mortgage,Debt Consolidation,Midwest,1054.13,1
C7791FB15428,45,36900.0,15.4,630,51800.0,60,0.365,3.0,1,0,Mortgage,Debt Consolidation,Southwest,1461.09,1
12C11EECA001,65,83900.0,1.1,660,84700.0,48,0.171,8.0,1,0,Rent,Home Improvement,West,615.02,0
E0543390C3D6,49,74800.0,0.0,752,46300.0,60,0.17,8.0,0,0,Rent,Other,Midwest,1681.12,0
BBD178DB367A,59,48600.0,15.4,522,57400.0,60,0.194,6.0,0,1,Rent,Business,Southeast,1664.59,2
EE76CAFB76F6,50,40100.0,25.9,624,18900.0,60,0.383,6.0,0,1,Rent,Business,Northeast,2265.77,2
D0C4195D9684,56,59600.0,6.9,835,111800.0,36,0.327,3.0,0,1,Rent,Home Improvement,Midwest,1894.68,2
A1482C0116DF,64,44900.0,8.5,745,58300.0,48,0.141,6.0,3,0,Mortgage,Debt Consolidation,West,657.77,0
C7BA4059B4F7,33,51900.0,12.2,800,36000.0,48,0.09,3.0,0,1,Rent,Debt Consolidation,Southeast,784.98,0
288E0F429A8D,32,58300.0,30.2,754,58800.0,60,0.116,3.0,1,1,Mortgage,Education,Midwest,1901.93,0
C4A62D1A72C0,50,35300.0,11.5,733,56400.0,60,0.099,4.0,0,0,Own,Home Improvement,Southeast,1399.22,1
C12CB50A5ECE,42,84100.0,11.7,699,86000.0,60,0.11,6.0,0,1,Own,Debt Consolidation,Southwest,2289.1,0
